Pokemon,Type,PCA_X,PCA_Y
Yanma,#A8B820,-1.1276328594982366,-0.005020211229111659
Wooper,#149EFF,-1.1597009146839774,-0.011824484218815158
Quagsire,#149EFF,-1.113390039084914,0.0037139026109916894
Espeon,#FF6996,-1.1311996436457465,-0.0005154889580168226
Umbreon,#5C483B,-1.151896981082421,-0.005075652282433711
Murkrow,#5C483B,-1.0978120220777539,-0.015391872945586228
Slowking,#149EFF,-1.1626815876573595,-0.012763708786913254
Misdreavus,#614C83,-1.1552579489807029,-0.004222617335531866
Unown,#FF6996,-1.1094549587063671,-0.001021876649999253
Wobbuffet,#FF6996,-1.140437555045156,-0.009416579214925683
Girafarig,#A8A878,-1.139524792979893,-0.01754821444274242
Pineco,#A8B820,-1.1991564606832927,-0.007306922651725566
Forretress,#A8B820,-1.1246090051760231,0.0031965723534075167
Dunsparce,#A8A878,-1.1378640952948247,-0.005452583487085413
Gligar,#E0C068,-1.128070105663405,-0.007824726447504845
Steelix,#B8B8D0,-1.053196452031346,0.0013005991431399393
Snubbull,#EE99AC,-1.1459984229258333,-0.016347187481159386
Granbull,#EE99AC,-1.1793352343578434,-0.008065477506070132
Qwilfish,#149EFF,-1.1230423815927433,-0.0055099790329195516
Scizor,#A8B820,-1.1399040006055903,-0.01032526502931368
Shuckle,#A8B820,-1.176386029089503,-0.009269469361995873
Heracross,#A8B820,-1.099079490111841,0.004518105555966228
Sneasel,#5C483B,-1.1200837874669212,-0.0017864133155377426
Teddiursa,#A8A878,-1.133682428871546,-0.001159193778958728
Ursaring,#A8A878,-1.076538534771993,-0.0027808135708739415
Slugma,#F08030,-1.1307708715297256,-0.004600015293933481
Magcargo,#F08030,-1.142055595796109,-0.010846860176257786
Swinub,#98D8D8,-1.1236852787288736,-0.0027739537461709545
Piloswine,#98D8D8,-1.1145211563400066,-0.0020715520332664898
Corsola,#149EFF,-1.0670827334640405,0.01045081859115382
Remoraid,#149EFF,-1.1343491556240684,-0.00879741469954466
Octillery,#149EFF,-1.1248146464548001,-0.003238854856302746
Delibird,#98D8D8,-1.1209218015032845,-0.012124000235826318
Mantine,#149EFF,-1.1326063124929668,-0.004829998128679396
Skarmory,#B8B8D0,-1.1299021928546948,-0.009357593547511148
Houndour,#5C483B,-1.1291938860974593,-0.005158227683639158
Houndoom,#5C483B,-1.160929221542533,-0.013668078089199218
Kingdra,#149EFF,-1.125385687141383,0.0017947716174223753
Phanpy,#E0C068,-1.1140651447553558,-0.010950976373670056
Donphan,#E0C068,-1.1201303587800806,-0.009702692593312382
Porygon2,#A8A878,-1.142355191874309,-0.009520942893305127
Stantler,#A8A878,-1.1111964910737724,-0.011249522192048106
Smeargle,#A8A878,-1.1630882615537024,-0.010728135964940759
Tyrogue,#94352D,-1.1129358697534248,0.0006727900607139993
Hitmontop,#94352D,-1.163494889596697,-0.017693246481649924
Smoochum,#98D8D8,-1.1384550189449192,-0.0066595699686395685
Elekid,#F8D030,-1.1031697582859539,-0.008210684206468154
Magby,#F08030,-1.1515488848830602,-0.003363028276199471
Miltank,#A8A878,-1.1701915860927434,-0.018661273178376646
Blissey,#A8A878,-1.1438230958084454,-0.0030525921139137762
Raikou,#F8D030,-1.120197900681575,-0.00874773145238249
Entei,#F08030,-1.125827430201467,-0.004963573456957345
Suicune,#149EFF,-1.1350855805337678,-0.007474701915463278
Larvitar,#B8A038,-1.1560879208885741,-0.01112336511987299
Pupitar,#B8A038,-1.133300630675336,-0.0101752874224315
Tyranitar,#B8A038,-1.1045564365552336,-0.0016064206230647375
Lugia,#FF6996,-1.1046872885043186,-0.0049476501928629995
Ho-Oh,#F08030,-1.065952401101116,0.010888184900378293
Celebi,#FF6996,-1.1020332187817559,0.007508391161411087
