Term,PCA_X,PCA_Y
Fly,0.5022296676552425,0.10712388602361753
Fury Attack,0.43588751298018286,0.12261500247917939
Fury Cutter,0.331206548098279,0.21048415538656673
Fury Swipes,0.42376129315758604,0.09684302490778943
Future Sight,0.23211949866874915,0.23469601219561123
Giga Drain,0.33694373104939956,0.1561137136489761
Glare,0.4024819924264351,0.12055178054924844
Growl,0.4382178535748929,0.15532339165601453
Growth,0.4193520098245999,0.08701378572560489
Gust,0.54960276055324,0.1896466973394502
Harden,0.5625683533394662,0.09521617097785759
Headbutt,0.5205160485523594,0.22426934922231603
Hidden Power,0.5183278409812612,0.2111523726921779
High Jump Kick,0.18001249252713342,0.2264428502736666
Horn Attack,0.39484912498623376,0.1824181759198981
Hydro Pump,0.32392993212090204,0.2410361694986319
Hyper Beam,0.47564973191028936,0.19248771278488913
Hyper Fang,0.42425157975088423,0.16716479967969158
Hypnosis,0.49300318637209944,0.15616995996807245
Ice Beam,0.24967862312940603,0.20181748552415157
Ice Punch,0.2728981110672437,0.19424681905519
Icy Wind,0.2656669218318721,0.1960860774928434
Iron Tail,0.28953897568978704,0.19781659422021397
Jump Kick,0.22175983505384478,0.2038418737349063
Karate Chop,0.19950149484872998,0.16877405330849443
Leech Life,0.4730349133791806,0.20902646456094284
Leech Seed,0.2259780130321324,0.1139296849338457
Leer,0.41734081122801586,0.17873523111744252
Lick,0.39556057068008854,0.17199094912957325
Light Screen,0.3513338608588346,0.14094472040484224
Lovely Kiss,0.390329033186274,0.16585317042410036
Low Kick,0.24765641330770047,0.19520874365599902
Mach Punch,0.22244754179941653,0.18792776779834852
Mega Drain,0.3642164823861147,0.15406501739647144
Mega Kick,0.45042249562551834,0.21965985967704357
Mega Punch,0.4631172269011329,0.17915047722915092
Megahorn,0.23678220749983517,0.26184684421148274
Metal Claw,0.19409494554428033,0.13693551943757531
Mud Slap,0.3187928066122362,0.1482762849763316
Night Shade,0.2779225115059955,0.15003046956340224
Octazooka,0.2524932986582348,0.14099305109153326
Outrage,0.23601883712633095,0.24203188553018531
Pay Day,0.42916259612510704,0.17493225072285468
Peck,0.46789604874489044,0.195012643015485
Petal Dance,0.2799922078082167,0.15489392678860314
Pin Missile,0.2751897200542897,0.1780296847058223
Poison Powder,0.3498593660299817,0.13525074991569783
Poison Sting,0.4712390329519649,0.21533527297399588
Pound,0.44454469253660867,0.1754743047937492
Powder Snow,0.2219430637228231,0.20771709914738465
Psybeam,0.2950015668373478,0.1777963703244547
Psychic,0.4218097576579788,0.29799792333509684
Psywave,0.3302828776680948,0.15428516766088454
Pursuit,0.14461695005678454,0.1574180955290667
Quick Attack,0.5838227323306896,0.1697074398997865
Rage,0.4908950255267811,0.15828314889110406
Rapid Spin,0.45783509781424253,0.2300952187079921
Razor Leaf,0.2765619177178296,0.13329556964525818
Razor Wind,0.4604181664643802,0.18221444510051008
Recover,0.3734208296050479,0.0708933285862067
Reflect,0.35056428295587383,0.12863810180410967
Rest,0.6377107585517949,0.1283105950579214
Roar,0.44467615952900824,0.16220455672901068
Rock Slide,0.2931313646937262,0.2200775765360448
Rock Smash,0.33712075022463617,0.17622927065851346
Rock Throw,0.23408739764162212,0.19276307565642914
Rolling Kick,0.18902758524214783,0.19663450848414465
Rollout,0.34179752593252755,0.16972606148264832
Sacred Fire,0.22142432879244364,0.1954606091827075
Sand Attack,0.2929059105467981,0.1528642092885279
Scratch,0.512050093279254,0.16656190850590305
Self Destruct,0.48255822764797707,0.18261790269321193
Shadow Ball,0.3238030729581889,0.1648174549215858
Sketch,0.5112226612099573,0.06797952742747537
Skull Bash,0.4752478529327311,0.18487892098396616
Sky Attack,0.32953326529903804,0.1494523788516804
Slam,0.4297211622576989,0.18074569307187296
Slash,0.42306373431978866,0.20596644299083502
Sleep Powder,0.5377701919697386,0.12988951178039215
Sludge,0.41626457469273503,0.2167183538568844
Sludge Bomb,0.42532305709780804,0.170308177619548
Smog,0.4621657227059577,0.1879035207410283
Snore,0.4921142034518195,0.22726300509962677
Solar Beam,0.3366174985291049,0.18186590346258202
Solarbeam,0.180831100643284,0.20425320709463915
Sonicboom,0.4105975802757658,0.14623453633356076
Spark,0.27977405298713837,0.11040903500682868
Spike Cannon,0.38123489271723715,0.11699134763936661
Steel Wing,0.20678343391761073,0.1390722301336416
