Pokemon,Type,PCA_X,PCA_Y
Ampharos,#F8D030,-1.1368830896571975,0.011264765850344926
Bellossom,#2DCD45,-1.1064188129977326,0.035685499821583526
Marill,#149EFF,-1.0966119098466065,0.03662170356242584
Azumarill,#149EFF,-1.062816283858283,0.015657899259385346
Sudowoodo,#B8A038,-1.100064728114328,0.04513879096296612
Politoed,#149EFF,-1.0594709953804629,0.0307192528626877
Hoppip,#2DCD45,-1.1038819688435457,0.03627346214982099
Skiploom,#2DCD45,-1.1091926907740188,0.018740069853221346
Jumpluff,#2DCD45,-1.0556031158488712,0.033523471639907265
Aipom,#A8A878,-1.0936218256529553,0.03628129821121842
Sunkern,#2DCD45,-1.110683755828107,0.022649977921787665
Sunflora,#2DCD45,-1.0805819308727536,0.007667418683390408
Yanma,#A8B820,-1.1127179609961082,0.030641430281556768
Wooper,#149EFF,-1.144455537069229,0.055912121438477035
Quagsire,#149EFF,-1.0979578037762143,0.013833775037766637
Espeon,#FF6996,-1.1166544201985182,0.03547080059904599
Umbreon,#5C483B,-1.132997272902517,0.02697930431385634
Murkrow,#5C483B,-1.0867510005117949,0.022035795941355657
Slowking,#149EFF,-1.1482797501191748,0.04815037517134213
